param_id,repetition,accident_probability,helmet,change_lane_switch,scooter_safety_slider,average_congestion_final,avg_car_travel_time_final,avg_scooter_travel_time_final,car_person_accidents_final,car_scooter_accidents_final,helmet_ratio_final,scooter_person_accidents_final,scooter_scooter_accidents_final,step_final,average_congestion_max,avg_car_travel_time_max,avg_scooter_travel_time_max,car_person_accidents_max,car_scooter_accidents_max,helmet_ratio_max,scooter_person_accidents_max,scooter_scooter_accidents_max,step_max,average_congestion_mean,avg_car_travel_time_mean,avg_scooter_travel_time_mean,car_person_accidents_mean,car_scooter_accidents_mean,helmet_ratio_mean,scooter_person_accidents_mean,scooter_scooter_accidents_mean,step_mean,average_congestion_min,avg_car_travel_time_min,avg_scooter_travel_time_min,car_person_accidents_min,car_scooter_accidents_min,helmet_ratio_min,scooter_person_accidents_min,scooter_scooter_accidents_min,step_min
17,2,0.2,0,1,0.7,0.248447204968944,3386.47272727273,3919.5172413793102,8.0,5.0,0.0,11.0,7.0,30001.0,15.1552795031056,3386.47272727273,3919.5172413793102,8.0,5.0,0.0,11.0,7.0,30001.0,1.40197968858696,0.0,0.0,6.92727151523232,4.67468835410973,0.0,10.1625558296114,6.8509766015599,15000.5,0,112,149,0,0,0,0,0,0
17,3,0.2,0,1,0.7,0.41407867494824,4834.2131147541,3910.4,2.0,6.0,0.0,15.0,8.0,30001.0,14.9068322981366,4834.2131147541,3910.4,2.0,6.0,0.0,15.0,8.0,30001.0,1.72944716038991,0.0,0.0,1.86620891940537,5.82571161922539,0.0,13.798280114659,7.85817612159189,15000.5,0,127,324,0,0,0,0,0,0
18,1,0.2,1,0,0.2,0.165631469979296,3761.6393442623,4537.40740740741,4.0,5.0,,33.0,14.0,30001.0,8.36438923395445,3761.6393442623,4537.40740740741,4.0,5.0,1.0,33.0,14.0,30001.0,1.12486082708399,0.0,0.0,3.51903206452903,4.64429038064129,0.0,29.4008066128925,13.4637690820612,15000.5,0,572,0,0,0,1,0,0,0
18,2,0.2,1,0,0.2,0.248447204968944,5218.0,3697.03125,5.0,4.0,1.0,26.0,14.0,30001.0,7.78467908902692,5218.0,3697.03125,5.0,4.0,1.0,26.0,14.0,30001.0,1.20257821321272,0.0,0.0,4.65035664289047,3.75948270115326,1.0,23.7922805146324,13.1893540430638,15000.5,0,497,0,0,0,1,0,0,0
18,3,0.2,1,0,0.2,0.331262939958592,4326.86153846154,3658.1304347826094,2.0,1.0,1.0,44.0,11.0,30001.0,7.86749482401656,4326.86153846154,3658.1304347826094,2.0,1.0,1.0,44.0,11.0,30001.0,1.36416026371239,0.0,0.0,1.6830544630358,0.959869342043864,1.0,40.8762082527832,10.653889740684,15000.5,0,246,222,0,0,1,0,0,0
19,1,0.2,1,0,0.5,0.165631469979296,4235.2037037037,3414.56097560976,5.0,2.0,1.0,19.0,13.0,30001.0,8.19875776397516,4235.2037037037,3414.56097560976,5.0,2.0,1.0,19.0,13.0,30001.0,1.12345305344075,0.0,0.0,4.65495633624425,1.88857409506033,1.0,17.513632424505,12.6341577228185,15000.5,0,123,28,0,0,1,0,0,0
19,2,0.2,1,0,0.5,0.165631469979296,4073.25862068966,5419.8,3.0,2.0,1.0,35.0,11.0,30001.0,7.78467908902692,4073.25862068966,5419.8,3.0,2.0,1.0,35.0,11.0,30001.0,1.06347085487645,0.0,0.0,2.29211385907606,1.89734017732151,1.0,32.6595226984868,10.4756682887807,15000.5,0,315,134,0,0,1,0,0,0
19,3,0.2,1,0,0.5,0.165631469979296,3640.13559322034,6145.74193548387,6.0,4.0,1.0,29.0,10.0,30001.0,7.6190476190476195,3640.13559322034,6145.74193548387,6.0,4.0,1.0,29.0,10.0,30001.0,1.0447861101879,0.0,0.0,5.27314845676955,3.7111192587160895,1.0,26.8196786880875,9.50219985334311,15000.5,0,0,76,0,0,1,0,0,0
20,1,0.2,1,0,0.7,0.248447204968944,3644.58823529412,2738.21951219512,4.0,1.0,1.0,28.0,12.0,30001.0,8.36438923395445,3644.58823529412,2738.21951219512,4.0,1.0,1.0,28.0,12.0,30001.0,1.15950033972935,0.0,0.0,2.74365042330511,0.96936870875275,1.0,25.86937537,11.37374175055,15000.5,0,245,181,0,0,1,0,0,0
20,2,0.2,1,0,0.7,0.248447204968944,3159.42,3377.04761904762,2.0,3.0,1.0,30.0,7.0,30001.0,7.45341614906832,3159.42,3377.04761904762,2.0,3.0,1.0,30.0,7.0,30001.0,0.971156788305519,0.0,0.0,1.73925071661889,2.84657689487368,1.0,27.9396706886208,6.78941403906406,15000.5,0,63,34,0,0,1,0,0,0
20,3,0.2,1,0,0.7,0.165631469979296,3805.93939393939,3079.67741935484,2.0,2.0,1.0,22.0,16.0,30001.0,8.033126294,3805.93939393939,3079.67741935484,2.0,2.0,1.0,22.0,16.0,30001.0,1.17605410156958,0.0,0.0,1.55286314245717,1.92140524,1.0,20.5008332777815,15.217285514299,15000.5,0,111,0,0,0,1,0,0,0
21,1,0.2,1,1,0.2,0.165631469979296,4591.37735849057,3884.67272727273,5.0,8.0,1.0,8.0,11.0,30001.0,15.3209109730849,4591.37735849057,3884.67272727273,5.0,8.0,1.0,8.0,11.0,30001.0,1.61869401943286,0.0,0.0,3.20805279648023,7.49063395773615,1.0,7.04869675354976,10.3428438104126,15000.5,0,211,0,0,0,1,0,0,0
21,2,0.2,1,1,0.2,0.41407867494824,3287.50943396226,3135.91304347826,3.0,5.0,1.0,18.0,11.0,30001.0,14.9068322981366,3287.50943396226,3135.91304347826,3.0,5.0,1.0,18.0,11.0,30001.0,1.44270023130309,0.0,0.0,2.3481101259916,4.59302713152457,1.0,16.6384241050597,10.4459036064262,15000.5,0,217,334,0,0,1,0,0,0
21,3,0.2,1,1,0.2,0.41407867494824,3378.41379310345,3585.5,5.0,10.0,1.0,19.0,7.0,30001.0,15.4865424430642,3378.41379310345,3585.5,5.0,10.0,1.0,19.0,7.0,30001.0,1.34294428680628,0.0,0.0,4.80754616358909,9.48363442437171,1.0,17.9548030131325,6.48603426438238,15000.5,0,379,238,0,0,1,0,0,0
22,1,0.2,1,1,0.5,0.331262939958592,4574.10416666667,3066.2380952381,6.0,8.0,1.0,18.0,12.0,30001.0,15.4037267080745,4574.10416666667,3066.2380952381,6.0,8.0,1.0,18.0,12.0,30001.0,1.51881938029566,0.0,0.0,5.4729351376574895,7.64729018065462,1.0,16.4707686154256,11.6616558896074,15000.5,0,11,238,0,0,1,0,0,0
22,2,0.2,1,1,0.5,0.248447204968944,3742.84375,3919.05660377359,3.0,7.0,1.0,11.0,8.0,30001.0,14.82401656,3742.84375,3919.05660377359,3.0,7.0,1.0,11.0,8.0,30001.0,1.47636258341963,0.0,0.0,2.26154923,6.69698686754216,1.0,10.2993133791081,7.88034131057929,15000.5,0,0,323,0,0,1,0,0,0
22,3,0.2,1,1,0.5,0.662525879917184,3608.73469387755,2970.16071428571,5.0,4.0,1.0,13.0,8.0,30001.0,14.9068322981366,3608.73469387755,2970.16071428571,5.0,4.0,1.0,13.0,8.0,30001.0,1.66678743156304,0.0,0.0,4.34521031931205,3.91920538630758,1.0,12.12175854943,7.26628224785014,15000.5,0,153,74,0,0,1,0,0,0
23,1,0.2,1,1,0.7,0.579710144927536,4536.95918367347,3905.30434782609,7.0,4.0,1.0,21.0,7.0,30001.0,14.9896480331263,4536.95918367347,3905.30434782609,7.0,4.0,1.0,21.0,7.0,30001.0,1.67822904283997,0.0,0.0,6.2681154589694,3.23338444103726,1.0,19.81351243,6.7886474235051,15000.5,0,0,264,0,0,1,0,0,0
23,2,0.2,1,1,0.7,0.745341614906832,3382.6,2873.77272727273,6.0,9.0,1.0,18.0,7.0,30001.0,15.0724637681159,3382.6,2873.77272727273,6.0,9.0,1.0,18.0,7.0,30001.0,1.47210613840417,0.0,0.0,5.45196986867542,8.81254583027798,1.0,16.3349443370442,6.68142123858409,15000.5,0,477,479,0,0,1,0,0,0
23,3,0.2,1,1,0.7,0.496894409937888,3896.77777777778,3878.52173913044,10.0,2.0,1.0,14.0,12.0,30001.0,15.1552795031056,3896.77777777778,3878.52173913044,10.0,2.0,1.0,14.0,12.0,30001.0,1.73961349436652,0.0,0.0,8.67918805412973,1.96726884874342,1.0,12.7776481567895,11.6707219518699,15000.5,0,299,0,0,0,1,0,0,0
24,1,0.3,0,0,0.2,0.082815735,2746.39215686275,4771.47826086957,6.0,4.0,0.0,24.0,9.0,30001.0,7.78467908902692,2746.39215686275,4771.47826086957,6.0,4.0,0.0,24.0,9.0,30001.0,0.817985495239088,0.0,0.0,5.65858942737151,3.7910139324045105,0.0,22.7306846210253,8.51646556896207,15000.5,0,109,73,0,0,0,0,0,0
24,2,0.3,0,0,0.2,0.248447204968944,4134.02040816327,4802.125,3.0,1.0,0.0,17.0,17.0,30001.0,7.70186335403727,4134.02040816327,4802.125,3.0,1.0,0.0,17.0,17.0,30001.0,1.03743808383825,0.0,0.0,2.90880607959469,0.985967602,0.0,16.3535764282381,15.9936337577495,15000.5,0,315,0,0,0,0,0,0,0
24,3,0.3,0,0,0.2,0.331262939958592,3222.33333333333,4456.13888888889,5.0,4.0,0.0,25.0,11.0,30001.0,7.6190476190476195,3222.33333333333,4456.13888888889,5.0,4.0,0.0,25.0,11.0,30001.0,1.01644017383002,0.0,0.0,4.70571961869209,3.7646823545097,0.0,23.4839677354843,10.4408706086261,15000.5,0,302,3,0,0,0,0,0,0
25,1,0.3,0,0,0.5,0.41407867494824,2694.09090909091,3755.1162790697695,6.0,4.0,,23.0,9.0,30001.0,7.20496894409938,2694.09090909091,3755.1162790697695,6.0,4.0,0.0,23.0,9.0,30001.0,1.02529258573961,0.0,0.0,5.6769215385641,3.75434971001933,0.0,21.5633291113926,8.72445170321979,15000.5,0,386,330,0,0,0,0,0,0
25,2,0.3,0,0,0.5,0.165631469979296,3912.73913043478,2744.36666666667,9.0,6.0,0.0,27.0,13.0,30001.0,7.53623188405797,3912.73913043478,2744.36666666667,9.0,6.0,0.0,27.0,13.0,30001.0,1.0678018290848,0.0,0.0,7.95393640423972,5.46186920871942,0.0,24.5518632091194,12.0283647756816,15000.5,0,0,0,0,0,0,0,0,0
25,3,0.3,0,0,0.5,0.41407867494824,4434.25,5015.65714285714,9.0,4.0,0.0,23.0,12.0,30001.0,7.95031055900621,4434.25,5015.65714285714,9.0,4.0,0.0,23.0,12.0,30001.0,1.29772990979389,0.0,0.0,8.51179921338578,2.98853409772682,0.0,21.8310112659156,11.3581427904806,15000.5,0,139,116,0,0,0,0,0,0
26,1,0.3,0,0,0.7,0.248447204968944,2925.24489795918,4304.21875,11.0,5.0,0.0,17.0,16.0,30001.0,7.95031055900621,2925.24489795918,4304.21875,11.0,5.0,0.0,17.0,16.0,30001.0,1.0561918370387,0.0,0.0,10.2726818212119,4.72455169655356,0.0,15.6230251316579,14.7637157522832,15000.5,0,141,349,0,0,0,0,0,0
26,2,0.3,0,0,0.7,0.41407867494824,3395.95744680851,3157.45161290323,6.0,2.0,0.0,31.0,11.0,30001.0,7.53623188405797,3395.95744680851,3157.45161290323,6.0,2.0,0.0,31.0,11.0,30001.0,1.17051961891337,0.0,0.0,5.78351443237118,1.87724151723218,0.0,29.2163189120725,10.499866675555,15000.5,0,64,132,0,0,0,0,0,0
26,3,0.3,0,0,0.7,0.165631469979296,2761.0625,3812.1627906976705,6.0,1.0,0.0,27.0,10.0,30001.0,7.6190476190476195,2761.0625,3812.1627906976705,6.0,1.0,0.0,27.0,10.0,30001.0,0.839723176495137,0.0,0.0,5.3421438570762,0.886907539497367,0.0,25.5542630491301,9.43613759082728,15000.5,0,45,344,0,0,0,0,0,0
27,1,0.3,0,1,0.2,0.41407867494824,3268.71428571429,4654.05,8.0,7.0,0.0,14.0,14.0,30001.0,14.9068322981366,3268.71428571429,4654.05,8.0,7.0,0.0,14.0,14.0,30001.0,1.22297160865642,0.0,0.0,7.41287247516832,6.7156856209586,0.0,12.9609359376042,13.6249916672222,15000.5,0,129,214,0,0,0,0,0,0
27,2,0.3,0,1,0.2,0.331262939958592,3722.51162790698,3128.33333333333,6.0,9.0,0.0,10.0,11.0,30001.0,14.9896480331263,3722.51162790698,3128.33333333333,6.0,9.0,0.0,10.0,11.0,30001.0,1.3203536603429,0.0,0.0,4.9041397240184,8.48410105992934,0.0,9.32351176588228,10.4349710019332,15000.5,0,32,182,0,0,0,0,0,0
27,3,0.3,0,1,0.2,0.496894409937888,3059.82926829268,2589.62790697674,6.0,8.0,0.0,11.0,14.0,30001.0,15.4037267080745,3059.82926829268,2589.62790697674,6.0,8.0,0.0,11.0,14.0,30001.0,1.30881819748974,0.0,0.0,5.42537164189054,7.7843143790414,0.0,9.56999533364443,13.2884807679488,15000.5,0,386,137,0,0,0,0,0,0
28,1,0.3,0,1,0.5,0.331262939958592,4000.51219512195,3437.01960784314,7.0,3.0,0.0,15.0,11.0,30001.0,14.9896480331263,4000.51219512195,3437.01960784314,7.0,3.0,0.0,15.0,11.0,30001.0,1.44592982966115,0.0,0.0,5.80824611692554,2.90977268182121,0.0,13.9226718218785,10.5473635090994,15000.5,0,348,114,0,0,0,0,0,0
28,2,0.3,0,1,0.5,0.496894409937888,3895.97777777778,3198.06818181818,8.0,6.0,0.0,14.0,14.0,30001.0,15.0724637681159,3895.97777777778,3198.06818181818,8.0,6.0,0.0,14.0,14.0,30001.0,1.66641202525812,0.0,0.0,6.20371975201653,5.724685021,0.0,12.9544363709086,13.0895273648423,15000.5,0,0,403,0,0,0,0,0,0
28,3,0.3,0,1,0.5,0.248447204968944,2585.6875,3843.73469387755,8.0,6.0,0.0,20.0,9.0,30001.0,15.2380952380952,2585.6875,3843.73469387755,8.0,6.0,0.0,20.0,9.0,30001.0,1.32481713089412,0.0,0.0,7.45610292647157,5.68658756082928,0.0,18.7019865342311,8.586160923,15000.5,0,0,170,0,0,0,0,0,0
29,1,0.3,0,1,0.7,0.165631469979296,3770.1272727272703,2842.5,3.0,4.0,0.0,21.0,7.0,30001.0,14.9068322981366,3770.1272727272703,2842.5,3.0,4.0,0.0,21.0,7.0,30001.0,1.25642141455607,0.0,0.0,2.79078061462569,3.8636424238384097,0.0,19.8303779748017,6.81091260582628,15000.5,0,290,85,0,0,0,0,0,0
29,2,0.3,0,1,0.7,0.331262939958592,2730.67391304348,3469.17073170732,5.0,7.0,0.0,10.0,17.0,30001.0,14.9896480331263,2730.67391304348,3469.17073170732,5.0,7.0,0.0,10.0,17.0,30001.0,1.2889465063961,0.0,0.0,4.80294647023532,6.57429504699687,0.0,9.14502366508899,16.3289780681288,15000.5,0,258,482,0,0,0,0,0,0
29,3,0.3,0,1,0.7,0.496894409937888,3823.72340425532,3414.0,4.0,4.0,0.0,12.0,9.0,30001.0,14.9068322981366,3823.72340425532,3414.0,4.0,4.0,0.0,12.0,9.0,30001.0,1.62928544584309,0.0,0.0,3.86690887274182,3.926738217,0.0,10.9504033064462,8.781481235,15000.5,0,102,23,0,0,0,0,0,0
30,1,0.3,1,0,0.2,0.248447204968944,4181.57692307692,2637.09677419355,8.0,2.0,1.0,30.0,13.0,30001.0,7.70186335403727,4181.57692307692,2637.09677419355,8.0,2.0,1.0,30.0,13.0,30001.0,1.24408821330523,0.0,0.0,7.32617825478302,1.87900806612892,1.0,28.2957802813146,12.5844610359309,15000.5,0,13,329,0,0,1,0,0,0
30,2,0.3,1,0,0.2,0.248447204968944,4476.60869565217,5101.8,4.0,7.0,1.0,30.0,14.0,30001.0,7.12215320910973,4476.60869565217,5101.8,4.0,7.0,1.0,30.0,14.0,30001.0,1.02832067924285,0.0,0.0,3.53256449570029,6.59299380041331,1.0,28.3218452103193,13.5561295913606,15000.5,0,796,893,0,0,1,0,0,0
30,3,0.3,1,0,0.2,0.41407867494824,3284.39024390244,4385.61904761905,8.0,5.0,1.0,32.0,16.0,30001.0,7.37060041407868,3284.39024390244,4385.61904761905,8.0,5.0,1.0,32.0,16.0,30001.0,1.05199888,0.0,0.0,7.30291313912406,4.59306046263582,1.0,29.0187987467502,15.3957736150923,15000.5,0,0,466,0,0,1,0,0,0
31,1,0.3,1,0,0.5,0.165631469979296,4172.97727272727,2725.53846153846,8.0,5.0,1.0,28.0,12.0,30001.0,7.45341614906832,4172.97727272727,2725.53846153846,8.0,5.0,1.0,28.0,12.0,30001.0,0.950169919659191,0.0,0.0,7.21411905872942,4.43617092193854,1.0,27.0367975468302,11.7056862875808,15000.5,0,643,436,0,0,1,0,0,0
31,2,0.3,1,0,0.5,0.082815735,3365.88372093023,4288.93333333333,4.0,7.0,1.0,27.0,11.0,30001.0,8.11594202898551,3365.88372093023,4288.93333333333,4.0,7.0,1.0,27.0,11.0,30001.0,0.869617663860587,0.0,0.0,3.6354576361575903,6.75778281447904,1.0,25.5443303779748,10.770115325645,15000.5,0,334,245,0,0,1,0,0,0
31,3,0.3,1,0,0.5,0.248447204968944,4000.9508196721295,6219.45454545455,4.0,6.0,1.0,39.0,12.0,30001.0,7.70186335403727,4000.9508196721295,6219.45454545455,4.0,6.0,1.0,39.0,12.0,30001.0,1.08356889388919,0.0,0.0,3.8282114525698305,5.72058529431371,1.0,37.1198586760883,11.564029064729,15000.5,0,0,92,0,0,1,0,0,0
32,1,0.3,1,0,0.7,0.248447204968944,4216.65853658537,4123.655172413791,8.0,7.0,,31.0,12.0,30001.0,7.78467908902692,4216.65853658537,4123.655172413791,8.0,7.0,1.0,31.0,12.0,30001.0,1.0101521182235,0.0,0.0,7.46150256649557,6.57169522031865,0.0,29.7758482767816,11.4432037864142,15000.5,0,158,265,0,0,1,0,0,0
32,2,0.3,1,0,0.7,0.248447204968944,3382.08695652174,2725.51515151515,10.0,4.0,1.0,28.0,13.0,30001.0,7.28778467908903,3382.08695652174,2725.51515151515,10.0,4.0,1.0,28.0,13.0,30001.0,1.06399807990753,0.0,0.0,9.06266248916739,3.89660689287381,1.0,25.8511099260049,12.4925671621892,15000.5,0,240,0,0,0,1,0,0,0
32,3,0.3,1,0,0.7,0.165631469979296,3302.27777777778,3424.51724137931,8.0,4.0,1.0,31.0,16.0,30001.0,7.78467908902692,3302.27777777778,3424.51724137931,8.0,4.0,1.0,31.0,16.0,30001.0,0.849798419236056,0.0,0.0,7.31264582361176,3.9183721085261,1.0,29.1534897673488,15.460402639824,15000.5,0,325,63,0,0,1,0,0,0
33,1,0.3,1,1,0.2,0.082815735,3632.0,2565.30303030303,8.0,10.0,1.0,14.0,16.0,30001.0,14.9068322981366,3632.0,2565.30303030303,8.0,10.0,1.0,14.0,16.0,30001.0,1.11236752608514,0.0,0.0,7.414305713,9.61969202053196,1.0,13.0639624,15.596426904873,15000.5,0,364,378,0,0,1,0,0,0
33,2,0.3,1,1,0.2,0.41407867494824,4788.28571428572,2685.75609756098,9.0,5.0,1.0,22.0,10.0,30001.0,15.1552795031056,4788.28571428572,2685.75609756098,9.0,5.0,1.0,22.0,10.0,30001.0,1.61005415374005,0.0,0.0,7.85804279714686,4.83637757482835,1.0,20.3722418505433,9.35204319712019,15000.5,0,535,0,0,0,1,0,0,0
33,3,0.3,1,1,0.2,0.248447204968944,3515.69230769231,3444.44736842105,12.0,5.0,1.0,21.0,12.0,30001.0,14.9068322981366,3515.69230769231,3444.44736842105,12.0,5.0,1.0,21.0,12.0,30001.0,1.37641893577043,0.0,0.0,10.2976801546564,4.87680821278581,1.0,18.07199520032,11.7038197453503,15000.5,0,350,71,0,0,1,0,0,0
34,1,0.3,1,1,0.5,0.745341614906832,3833.1627906976705,2943.9,6.0,10.0,1.0,22.0,8.0,30001.0,14.9068322981366,3833.1627906976705,2943.9,6.0,10.0,1.0,22.0,8.0,30001.0,1.45807532775985,0.0,0.0,5.599460036,9.21518565428971,1.0,20.719985334311,7.32381174588361,15000.5,0,302,46,0,0,1,0,0,0
34,2,0.3,1,1,0.5,0.165631469979296,4141.52272727273,2554.97435897436,12.0,8.0,1.0,17.0,11.0,30001.0,15.2380952380952,4141.52272727273,2554.97435897436,12.0,8.0,1.0,17.0,11.0,30001.0,1.12796344977994,0.0,0.0,11.2197853476435,7.82564495700287,1.0,15.7091527231518,10.726284914339,15000.5,0,94,86,0,0,1,0,0,0
34,3,0.3,1,1,0.5,0.496894409937888,2806.3,3086.34693877551,5.0,6.0,1.0,27.0,5.0,30001.0,14.82401656,2806.3,3086.34693877551,5.0,6.0,1.0,27.0,5.0,30001.0,1.31533812169632,0.0,0.0,4.82541163922405,5.81091260582628,1.0,25.445103659756,4.91753883074462,15000.5,0,0,266,0,0,1,0,0,0
35,1,0.3,1,1,0.7,0.496894409937888,3485.94339622642,2425.12820512821,6.0,10.0,1.0,18.0,10.0,30001.0,14.9068322981366,3485.94339622642,2425.12820512821,6.0,10.0,1.0,18.0,10.0,30001.0,1.29599365563383,0.0,0.0,5.03849743350443,9.56196253583095,1.0,16.7616825544964,9.78468102126525,15000.5,0,483,0,0,0,1,0,0,0
35,2,0.3,1,1,0.7,0.331262939958592,5004.40476190476,3498.63414634146,5.0,7.0,1.0,16.0,11.0,30001.0,15.2380952380952,5004.40476190476,3498.63414634146,5.0,7.0,1.0,16.0,11.0,30001.0,1.51997872329602,0.0,0.0,4.66132257849477,6.81121258582761,1.0,14.6332577828145,10.5763282447837,15000.5,0,220,64,0,0,1,0,0,0
35,3,0.3,1,1,0.7,0.579710144927536,3211.21428571429,3710.9473684210498,9.0,7.0,1.0,23.0,9.0,30001.0,15.4865424430642,3211.21428571429,3710.9473684210498,9.0,7.0,1.0,23.0,9.0,30001.0,1.35940971775143,0.0,0.0,8.4086394240384,6.79284714352377,1.0,21.490100659956,8.753116459,15000.5,0,80,441,0,0,1,0,0,0
